section_id,title,count
s_22_8_все_ископаемые_предметы_и_иные_находки_представляющие_геологический_или_археологический_интерес_которые_будут_найдены_на_строительной_площадке_не_являются_собственностью_подрядчика,"22.8. ВСЕ ИСКОПАЕМЫЕ ПРЕДМЕТЫ И ИНЫЕ НАХОДКИ, ПРЕДСТАВЛЯЮЩИЕ ГЕОЛОГИЧЕСКИЙ ИЛИ АРХЕОЛОГИЧЕСКИЙ ИНТЕРЕС, КОТОРЫЕ БУДУТ НАЙДЕНЫ НА СТРОИТЕЛЬНОЙ ПЛОЩАДКЕ, НЕ ЯВЛЯЮТСЯ СОБСТВЕННОСТЬЮ ПОДРЯДЧИКА.",2
s_22_10_срок_действия_контракта,22.10. СРОК ДЕЙСТВИЯ КОНТРАКТА:,2
s_1_2_наименование_количество_и_иные_характеристики_поставляемого_товара_указаны_в_спецификации_приложение_к_контракту_являющейся_неотъемлемой_частью_контракта,"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО И ИНЫЕ ХАРАКТЕРИСТИКИ ПОСТАВЛЯЕМОГО ТОВАРА УКАЗАНЫ В СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ К КОНТРАКТУ), ЯВЛЯЮЩЕЙСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ КОНТРАКТА.",2
s_3_7_приемка_товара_осуществляется_путем_передачи_поставщиком_товара_и_документов_подтверждающих_качество_товара,"3.7. ПРИЕМКА ТОВАРА ОСУЩЕСТВЛЯЕТСЯ ПУТЕМ ПЕРЕДАЧИ ПОСТАВЩИКОМ ТОВАРА И ДОКУМЕНТОВ, ПОДТВЕРЖДАЮЩИХ КАЧЕСТВО ТОВАРА.",2
s_4_3_заказчик_обязан,4.3. ЗАКАЗЧИК ОБЯЗАН:,2
s_9_4_подтверждением_наличия_обстоятельств_непреодолимой_силы_и_их_продолжительности_является_письменное_свидетельство_уполномоченных_органов_или_уполномоченных_организаций,9.4. ПОДТВЕРЖДЕНИЕМ НАЛИЧИЯ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ И ИХ ПРОДОЛЖИТЕЛЬНОСТИ ЯВЛЯЕТСЯ ПИСЬМЕННОЕ СВИДЕТЕЛЬСТВО УПОЛНОМОЧЕННЫХ ОРГАНОВ ИЛИ УПОЛНОМОЧЕННЫХ ОРГАНИЗАЦИЙ.,2
s_10_4_при_неурегулировании_сторонами_спора_в_досудебном_порядке_спор_разрешается_в_судебном_порядке_в_арбитражном_суде_рязанской_области,"10.4. ПРИ НЕУРЕГУЛИРОВАНИИ СТОРОНАМИ СПОРА В ДОСУДЕБНОМ ПОРЯДКЕ, СПОР РАЗРЕШАЕТСЯ В СУДЕБНОМ ПОРЯДКЕ В АРБИТРАЖНОМ СУДЕ РЯЗАНСКОЙ ОБЛАСТИ.",2
s_13_1_неотъемлемой_частью_контракта_является_следующее_приложение,13.1. НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ КОНТРАКТА ЯВЛЯЕТСЯ СЛЕДУЮЩЕЕ ПРИЛОЖЕНИЕ:,2
s_8_1_в_случае_неисполнения_или_ненадлежащего_исполнения_своих_обязательств_по_контракту_стороны_несут_ответственность_в_соответствии_с_законодательством_российской_федерации_и_условиями_контракта,8.1. В СЛУЧАЕ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ СВОИХ ОБЯЗАТЕЛЬСТВ ПО КОНТРАКТУ СТОРОНЫ НЕСУТ ОТВЕТСТВЕННОСТЬ В СООТВЕТСТВИИ С ЗАКОНОДАТЕЛЬСТВОМ РОССИЙСКОЙ ФЕДЕРАЦИИ И УСЛОВИЯМИ КОНТРАКТА.,2
приложение_no_2_к_контракту,ПРИЛОЖЕНИЕ № 2 К КОНТРАКТУ,2
s_2_7_оплата_по_контракту_осуществляется_по_безналичному_расчету_платежными_поручениями_путем_перечисления_заказчиком_денежных_средств_на_расчетный_счет_поставщика_указанный_в_контракте_в_случае_изменения_расчетного_счета_поставщик_обязан_в_трехдневный_срок_с_момента_изменения_расчетного_счета_в_письменной_форме_сообщить_об_этом_заказчику_указав_новые_реквизиты_расчетного_счета_в_противном_случае_все_риски_связанные_с_перечислением_заказчиком_денежных_средств_на_указанный_в_контракте_счет_поставщика_несет_поставщик,"2.7. ОПЛАТА ПО КОНТРАКТУ ОСУЩЕСТВЛЯЕТСЯ ПО БЕЗНАЛИЧНОМУ РАСЧЕТУ ПЛАТЕЖНЫМИ ПОРУЧЕНИЯМИ ПУТЕМ ПЕРЕЧИСЛЕНИЯ ЗАКАЗЧИКОМ ДЕНЕЖНЫХ СРЕДСТВ НА РАСЧЕТНЫЙ СЧЕТ ПОСТАВЩИКА, УКАЗАННЫЙ В КОНТРАКТЕ. В СЛУЧАЕ ИЗМЕНЕНИЯ РАСЧЕТНОГО СЧЕТА ПОСТАВЩИК ОБЯЗАН В ТРЕХДНЕВНЫЙ СРОК С МОМЕНТА ИЗМЕНЕНИЯ РАСЧЕТНОГО СЧЕТА В ПИСЬМЕННОЙ ФОРМЕ СООБЩИТЬ ОБ ЭТОМ ЗАКАЗЧИКУ, УКАЗАВ НОВЫЕ РЕКВИЗИТЫ РАСЧЕТНОГО СЧЕТА. В ПРОТИВНОМ СЛУЧАЕ ВСЕ РИСКИ, СВЯЗАННЫЕ С ПЕРЕЧИСЛЕНИЕМ ЗАКАЗЧИКОМ ДЕНЕЖНЫХ СРЕДСТВ НА УКАЗАННЫЙ В КОНТРАКТЕ СЧЕТ ПОСТАВЩИКА, НЕСЕТ ПОСТАВЩИК.",2
s_1_внесение_денежных_средств_на_счёт_заказчика_на_котором_в_соответствии_с_законодательством_российской_федерации_учитываются_операции_со_средствами_поступающими_заказчику,"1) ВНЕСЕНИЕ ДЕНЕЖНЫХ СРЕДСТВ НА СЧЁТ ЗАКАЗЧИКА, НА КОТОРОМ В СООТВЕТСТВИИ С ЗАКОНОДАТЕЛЬСТВОМ РОССИЙСКОЙ ФЕДЕРАЦИИ УЧИТЫВАЮТСЯ ОПЕРАЦИИ СО СРЕДСТВАМИ, ПОСТУПАЮЩИМИ ЗАКАЗЧИКУ:",2
s_10_4_подтверждением_наличия_обстоятельств_непреодолимой_силы_и_их_продолжительности_является_письменное_свидетельство_уполномоченных_органов_или_уполномоченных_организаций,10.4. ПОДТВЕРЖДЕНИЕМ НАЛИЧИЯ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ И ИХ ПРОДОЛЖИТЕЛЬНОСТИ ЯВЛЯЕТСЯ ПИСЬМЕННОЕ СВИДЕТЕЛЬСТВО УПОЛНОМОЧЕННЫХ ОРГАНОВ ИЛИ УПОЛНОМОЧЕННЫХ ОРГАНИЗАЦИЙ.,2
s_3_2_поставщик_имеет_право,3.2. ПОСТАВЩИК ИМЕЕТ ПРАВО:,2
s_3_4_заказчик_имеет_право,3.4. ЗАКАЗЧИК ИМЕЕТ ПРАВО:,2
s_14_2_подписание_электронного_документа_с_помощью_кэп_посредством_мик_и_эдо_fintender_eds_означает_что_документы_и_сведения_поданные_в_электронной_форме,"14.2. ПОДПИСАНИЕ ЭЛЕКТРОННОГО ДОКУМЕНТА С ПОМОЩЬЮ КЭП ПОСРЕДСТВОМ МИК И ЭДО «FINTENDER EDS» ОЗНАЧАЕТ, ЧТО ДОКУМЕНТЫ И СВЕДЕНИЯ, ПОДАННЫЕ В ЭЛЕКТРОННОЙ ФОРМЕ:",2
спецификация_приложение_no_2,СПЕЦИФИКАЦИЯ / ПРИЛОЖЕНИЕ № 2,2
на_фирменном_бланке_производителя_доверенность,НА ФИРМЕННОМ БЛАНКЕ ПРОИЗВОДИТЕЛЯ / ДОВЕРЕННОСТЬ,2
техническая_часть_раздел_1_общие_сведения,ТЕХНИЧЕСКАЯ ЧАСТЬ / РАЗДЕЛ 1. ОБЩИЕ СВЕДЕНИЯ,2
договор_поставки,ДОГОВОР ПОСТАВКИ,2
s_2_1_продукция_должна_по_качеству_и_комплектности_соответствовать_требованиям_предъявляемым_к_данному_виду_продукции_в_приложениях_к_договору_гостах_ту_и_другой_нормативно_технической_документации,"2.1. ПРОДУКЦИЯ ДОЛЖНА ПО КАЧЕСТВУ И КОМПЛЕКТНОСТИ СООТВЕТСТВОВАТЬ ТРЕБОВАНИЯМ, ПРЕДЪЯВЛЯЕМЫМ К ДАННОМУ ВИДУ ПРОДУКЦИИ В ПРИЛОЖЕНИЯХ К ДОГОВОРУ, ГОСТАХ, ТУ И ДРУГОЙ НОРМАТИВНО-ТЕХНИЧЕСКОЙ ДОКУМЕНТАЦИИ.",2
s_3_3_порядок_приемки_продукции_по_количеству,3.3. ПОРЯДОК ПРИЕМКИ ПРОДУКЦИИ ПО КОЛИЧЕСТВУ:,2
s_3_4_порядок_приемки_продукции_по_качеству,3.4. ПОРЯДОК ПРИЕМКИ ПРОДУКЦИИ ПО КАЧЕСТВУ:,2
civil_engineering_construction,CIVIL ENGINEERING / CONSTRUCTION,1
engineer_and_engineer_s_representative,ENGINEER AND ENGINEER’S / REPRESENTATIVE,1
provisional_sums_nominated_subcontractors,PROVISIONAL SUMS / NOMINATED SUBCONTRACTORS,1
clause_39_1_within_28_days_after_having_received_it,"CLAUSE 39.1 WITHIN 28 DAYS AFTER HAVING RECEIVED IT,",1
notices_default_of_employer,NOTICES / DEFAULT OF EMPLOYER,1
changes_in_cost_and_legislation_joint_venture,CHANGES IN COST AND LEGISLATION / JOINT VENTURE,1
clause_11_1_shall_be_deemed_to_include_data_listed_elsewhere_in_the_contract_as_open_for_inspection_at_the_offices_of_the_employer_whose_address_is_stipulated_under_clause_1_1_a_in_the_appendix_to_tender,"CLAUSE 11.1 SHALL BE DEEMED TO INCLUDE DATA LISTED ELSEWHERE IN THE CONTRACT AS OPEN FOR INSPECTION AT THE OFFICES OF THE EMPLOYER, WHOSE ADDRESS IS STIPULATED UNDER CLAUSE 1.1(A) IN THE APPENDIX TO TENDER.",1
clause_21_1_to_include_loss_or_damage_caused_by_the_risks_listed_under_clause_20_4_a,CLAUSE 21.1 TO INCLUDE LOSS OR DAMAGE CAUSED BY THE RISKS LISTED UNDER CLAUSE 20.4(A).,1
clause_67_4_shall_be_the_applicable_law_as_defined_in_clause_1_1_the_procedures_are_governed_by_this_contract_and_by_dubai_municipality_s_rules_of_arbitration_and_conciliation_in_this_order_of_priority_the_language_of_the_arbitration_shall_be_english_unless_both_parties_agree_to_arabic_the_place_of_arbitration_shall_be_dubai,"CLAUSE 67.4 SHALL BE THE APPLICABLE LAW AS DEFINED IN CLAUSE 1.1. THE PROCEDURES ARE GOVERNED BY THIS CONTRACT AND BY DUBAI MUNICIPALITY’S RULES OF ARBITRATION AND CONCILIATION, IN THIS ORDER OF PRIORITY. THE LANGUAGE OF THE ARBITRATION SHALL BE ENGLISH, UNLESS BOTH PARTIES AGREE TO ARABIC. THE PLACE OF ARBITRATION SHALL BE DUBAI.",1
these_conditions_contain_exclusion_and_limitation_clauses_definitions,THESE CONDITIONS CONTAIN EXCLUSION AND LIMITATION CLAUSES / DEFINITIONS.,1
parties,PARTIES,1
agreed_terms_definitions,AGREED TERMS / DEFINITIONS,1
institute_war_clauses_cargo_cl_255_institute_strikes_clauses_bulk_oil_cl_274_dtd_1_1_83,INSTITUTE WAR CLAUSES (CARGO) (CL. 255) / INSTITUTE STRIKES CLAUSES (BULK OIL) (CL. 274) DTD 1.1.83,1
buyer_s_fax_number_email_address_if_to_be_used_for_formal_notices_notices,[BUYER'S FAX NUMBER / EMAIL ADDRESS IF TO BE USED FOR FORMAL NOTICES] / NOTICES,1
swift_rzbaatww_iban_at303100000154169941,SWIFT: RZBAATWW / IBAN AT303100000154169941,1
swift_cobadeff_signatures_of_the_parties,SWIFT: COBADEFF / SIGNATURES OF THE PARTIES,1
subject_of_contract,SUBJECT OF CONTRACT,1
definition,DEFINITION,1
s_1_the_subject_of_the_contract,1. THE SUBJECT OF THE CONTRACT,1
s_1_2_attachment_shall_include,1.2. ATTACHMENT SHALL INCLUDE:,1
s_4_3_the_delivery_of_the_goods_based_on_article_4_1_shall_be_made_within_30_thirty_calendar_days_from_the_moment_the_order_arrives_at_supplier_according_to_the_edi_schedule_but_in_any_case_the_delivery_time_of_the_goods_shall_not_exceed_40_days_from_the_date_of_the_respective_prepayment,"4.3. THE DELIVERY OF THE GOODS BASED ON ARTICLE 4.1 SHALL BE MADE WITHIN 30 (THIRTY) CALENDAR DAYS FROM THE MOMENT THE ORDER ARRIVES AT SUPPLIER ACCORDING TO THE EDI SCHEDULE, BUT IN ANY CASE, THE DELIVERY TIME OF THE GOODS SHALL NOT EXCEED 40 DAYS FROM THE DATE OF THE RESPECTIVE PREPAYMENT.",1
s_4_4_edi_shall_indicate_a_forecast_of_52_weeks_minimum_of_which_first_4_are_firm_in_the_forecasts_from_week_5_to_8_15_deviations_is_permitted_in_case_deviations_occur_beyond_15_alteration_of_forecasts_is_possible_only_upon_agreement_between_parties_edi_schedules_should_be_provided_by_purchaser_at_the_4_four_weeks_prior_to_delivery,4.4. EDI SHALL INDICATE A FORECAST OF 52 WEEKS MINIMUM OF WHICH FIRST 4 ARE FIRM. IN THE FORECASTS FROM WEEK 5 TO 8 +/-15% DEVIATIONS IS PERMITTED. IN CASE DEVIATIONS OCCUR BEYOND +/-15% ALTERATION OF FORECASTS IS POSSIBLE ONLY UPON AGREEMENT BETWEEN PARTIES. EDI SCHEDULES SHOULD BE PROVIDED BY PURCHASER AT THE 4 (FOUR) WEEKS PRIOR TO DELIVERY.,1
s_4_7_all_deliveries_of_goods_supplied_by_the_supplier_shall_be_accompanied_by_the_following_documents_which_are_to_be_in_a_form_and_content_satisfactory_to_the_purchaser_and_to_be_compliant_with_the_documentation_requirements_of_the_relevant_uzbek_authorities,4.7. ALL DELIVERIES OF GOODS SUPPLIED BY THE SUPPLIER SHALL BE ACCOMPANIED BY THE FOLLOWING DOCUMENTS WHICH ARE TO BE IN A FORM AND CONTENT SATISFACTORY TO THE PURCHASER AND TO BE COMPLIANT WITH THE DOCUMENTATION REQUIREMENTS OF THE RELEVANT UZBEK AUTHORITIES:,1
s_4_8_commercial_invoice_should_obligatorily_include_the_following_details,4.8. COMMERCIAL INVOICE SHOULD OBLIGATORILY INCLUDE THE FOLLOWING DETAILS:,1
s_4_9_packing_list_should_obligatorily_include_the_following_details,4.9. PACKING LIST SHOULD OBLIGATORILY INCLUDE THE FOLLOWING DETAILS:,1
s_4_11_the_shipment_and_marking,4.11. THE SHIPMENT AND MARKING,1
s_4_17_compensation_procedure_for_complaints,4.17. COMPENSATION PROCEDURE FOR COMPLAINTS:,1
s_4_18_classification_of_complaints,4.18. CLASSIFICATION OF COMPLAINTS:,1
s_4_27_method_of_payment_of_the_compensation_amount,4.27. METHOD OF PAYMENT OF THE COMPENSATION AMOUNT.,1
s_9_2_if_the_payment_for_the_goods_is_not_made_in_time_the_supplier_has_the_right_to_demand_a_penalty_from_the_purchaser_calculated_at_0_1_of_the_value_of_the_unpaid_goods_in_time_for_each_day_of_delay_but_not_more_than_20_of_the_value_of_the_goods_unpaid_on_time,"9.2. IF THE PAYMENT FOR THE GOODS IS NOT MADE IN TIME, THE SUPPLIER HAS THE RIGHT TO DEMAND A PENALTY FROM THE PURCHASER CALCULATED AT 0.1% OF THE VALUE OF THE UNPAID GOODS IN TIME FOR EACH DAY OF DELAY, BUT NOT MORE THAN 20% OF THE VALUE OF THE GOODS UNPAID ON TIME.",1
s_10_confidentiality,10. CONFIDENTIALITY,1
s_11_applicable_law_and_arbitration,11. APPLICABLE LAW AND ARBITRATION,1
s_14_9_the_following_documents_are_attached_to_and_incorporated_into_this_contract_and_form_an_integral_part_of_the_contract,14.9. THE FOLLOWING DOCUMENTS ARE ATTACHED TO AND INCORPORATED INTO THIS CONTRACT AND FORM AN INTEGRAL PART OF THE CONTRACT:,1
s_15_compliance_provisions_15_1_terms_and_definitions,15 – COMPLIANCE PROVISIONS / 15.1 TERMS AND DEFINITIONS:,1
gcc_4_settlement_of_disputes_10_gcc_6_delivery_11,GCC 4. SETTLEMENT OF DISPUTES 10 / GCC 6. DELIVERY	11,1
gcc_23_force_majeure_25_gcc_26_termination_for_default_26,GCC 23. FORCE MAJEURE	25 / GCC 26. TERMINATION FOR DEFAULT	26,1
gcc_1_general_provisions_definitions,GCC 1. GENERAL PROVISIONS / DEFINITIONS,1
gcc_7_supplier_s_responsibilities_gcc_7_1_supplier_s_general_responsibilities,GCC 7. SUPPLIER’S RESPONSIBILITIES / GCC 7.1 SUPPLIER’S GENERAL RESPONSIBILITIES,1
приложение_no_1_к_контракту_no_от_2025г,ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ № ________________ ОТ ___ _____________ 2025Г.,1
приложение_no_2_к_контракту_no_от_2025г,ПРИЛОЖЕНИЕ № 2 К КОНТРАКТУ № ОТ __ ______________ 2025Г.,1
s_1_1_the_seller_sells_and_the_buyer_buys_for_the_own_needs_the_goods_in_quantity_and_for_the_price_according_to_appendix_1_to_the_present_contract_the_equipment_specifications_are_in_appendix_2,"1.1. THE SELLER SELLS, AND THE BUYER BUYS FOR THE OWN NEEDS THE GOODS IN QUANTITY AND FOR THE PRICE ACCORDING TO APPENDIX #1 TO THE PRESENT CONTRACT. THE EQUIPMENT SPECIFICATIONS ARE IN APPENDIX #2.",1
s_2_goods_quality,2. GOODS QUALITY,1
s_3_1_first_payment_in_the_amount_of_us_dollars_is_made_by_the_buyer_to_the_seller_s_account_by_t_t_transfer_within_10_ten_calendar_days_upon_the_signed_date_of_this_contract,3.1. FIRST PAYMENT IN THE AMOUNT OF _________(__) US DOLLARS IS MADE BY THE BUYER TO THE SELLER’S ACCOUNT BY T/T TRANSFER WITHIN 10 (TEN) CALENDAR DAYS UPON THE SIGNED DATE OF THIS CONTRACT.,1
s_4_3_before_the_time_of_delivery_documents_should_be_coordinated_the_buyer_at_least_three_working_days_before_the_shipment_seller_must_send_by_email_the_draft_of_the_following_documents_to_buyer_for_final_confirmation,"4.3. BEFORE THE TIME OF DELIVERY, DOCUMENTS SHOULD BE COORDINATED THE BUYER. AT LEAST THREE WORKING DAYS BEFORE THE SHIPMENT, SELLER MUST SEND BY EMAIL THE DRAFT OF THE FOLLOWING DOCUMENTS TO BUYER FOR FINAL CONFIRMATION:",1
s_4_4_the_seller_shall_not_be_liable_for_breach_of_contract_in_case_of_delivery_delay_not_caused_by_the_seller,4.4. THE SELLER SHALL NOT BE LIABLE FOR BREACH OF CONTRACT IN CASE OF DELIVERY DELAY NOT CAUSED BY THE SELLER.,1
s_5_3_the_seller_takes_over_the_risk_towards_the_buyer_regarding_deterioration_eventual_damage_break_or_corrosion_of_the_delivered_goods_due_to_faulty_packing_parts_of_machineries_which_become_unsuitable_because_of_above_should_be_replaced_by_seller_without_additional_payment_in_time_agreed_by_the_parties_on_the_basis_dap_moscow,"5.3. THE SELLER TAKES OVER THE RISK TOWARDS THE BUYER REGARDING DETERIORATION, EVENTUAL DAMAGE, BREAK OR CORROSION OF THE DELIVERED GOODS DUE TO FAULTY PACKING. PARTS OF MACHINERIES WHICH BECOME UNSUITABLE BECAUSE OF ABOVE SHOULD BE REPLACED BY SELLER WITHOUT ADDITIONAL PAYMENT, IN TIME AGREED BY THE PARTIES, ON THE BASIS DAP MOSCOW.",1
s_6_1_the_goods_is_accepted,6.1. THE GOODS IS ACCEPTED:,1
s_8_4_inadequate_notification_deprives_the_seller_and_the_buyer_of_a_right_to_make_reference_to_the_above_mentioned_circumstance_as_a_basis_exempting_from_liability_for_the_obligations_non_fulfillment,8.4. INADEQUATE NOTIFICATION DEPRIVES THE SELLER AND THE BUYER OF A RIGHT TO MAKE REFERENCE TO THE ABOVE-MENTIONED CIRCUMSTANCE AS A BASIS EXEMPTING FROM LIABILITY FOR THE OBLIGATIONS NON-FULFILLMENT.,1
s_11_5_the_warranty_thereof_does_not_cover_the_cases_of_natural_wear_and_tear_of_the_goods_and_damages_caused_by_a_negligent_or_wrong_storage_or_service_also_due_to_using_during_production_bad_quality_raw_material_excessive_loading_wrong_operation_by_the_unskilled_personnel_of_the_buyer,"11.5. THE WARRANTY THEREOF DOES NOT COVER THE CASES OF NATURAL WEAR AND TEAR OF THE GOODS AND DAMAGES CAUSED BY A NEGLIGENT OR WRONG STORAGE OR SERVICE, ALSO, DUE TO USING DURING PRODUCTION BAD QUALITY RAW MATERIAL, EXCESSIVE LOADING, WRONG OPERATION BY THE UNSKILLED PERSONNEL OF THE BUYER.",1
s_13_3_books_records_and_audit_rights,13.3. BOOKS RECORDS AND AUDIT RIGHTS:,1
s_14_1_during_manufacturing_of_the_equipment_before_its_readiness_for_shipment_from_the_manufacturer_s_factory_the_buyer_has_the_right_to_make_the_inspection_of_equipment_at_the_manufacturer_s_factory_during_inspection_the_seller_s_specialist_will_train_the_buyer_s_employees_for_30_days,"14.1. DURING MANUFACTURING OF THE EQUIPMENT, BEFORE ITS READINESS FOR SHIPMENT FROM THE MANUFACTURER’S FACTORY, THE BUYER HAS THE RIGHT TO MAKE THE INSPECTION OF EQUIPMENT AT THE MANUFACTURER’S FACTORY. DURING INSPECTION THE SELLER’S SPECIALIST WILL TRAIN THE BUYER’S EMPLOYEES FOR 30 DAYS.",1
general_conditions_of_contract,GENERAL CONDITIONS OF CONTRACT,1
delivery_terms_to_the_seller_s_invoice,DELIVERY TERMS TO THE SELLER’S INVOICE,1
shipment_documents_and_notification_of_shipment,SHIPMENT DOCUMENTS / AND NOTIFICATION OF SHIPMENT,1
legal_address_of_the_seller_and_bank_data_the_seller,LEGAL ADDRESS OF THE SELLER AND BANK DATA / “THE SELLER”,1
united_nations_nations_unies_general_conditions_of_contract,UNITED NATIONS NATIONS UNIES / GENERAL CONDITIONS OF CONTRACT,1
general_terms_and_conditions_for_deliveries_work_and_services,"GENERAL TERMS AND CONDITIONS FOR DELIVERIES, WORK AND SERVICES",1
annex_a_general_terms_and_conditions_of_contract,ANNEX A / GENERAL TERMS AND CONDITIONS OF CONTRACT,1
definitions,DEFINITIONS:,1
standard_tender_documents,STANDARD TENDER DOCUMENTS,1
schedule_of_rates_and_prices_schedule_no_1_plant_and_equipment_including_mandatory_spare_parts,"SCHEDULE OF RATES AND PRICES / SCHEDULE NO.1 - PLANT AND EQUIPMENT, INCLUDING MANDATORY SPARE PARTS",1
general_conditions_of_contract_notes_on_the_general_conditions_of_contract,GENERAL CONDITIONS OF CONTRACT / NOTES ON THE GENERAL CONDITIONS OF CONTRACT,1
general_conditions_of_contract_table_of_clauses,GENERAL CONDITIONS OF CONTRACT / TABLE OF CLAUSES,1
part_ii_subject_matter_of_contract,PART II / SUBJECT MATTER OF CONTRACT,1
part_iii_payment,PART III / PAYMENT,1
part_iv_intellectual_property,PART IV / INTELLECTUAL PROPERTY,1
part_vi_guarantees_and_liabilities,PART VI / GUARANTEES AND LIABILITIES,1
part_vii_risk_distribution,PART VII / RISK DISTRIBUTION,1
part_viii_change_in_contract_elements,PART VIII / CHANGE IN CONTRACT ELEMENTS,1
special_conditions_of_contract_notes_on_the_special_conditions_of_contract,SPECIAL CONDITIONS OF CONTRACT / NOTES ON THE SPECIAL CONDITIONS OF CONTRACT,1
special_conditions_of_contract_table_of_clauses,SPECIAL CONDITIONS OF CONTRACT / TABLE OF CLAUSES,1
article_1_contract_documents,ARTICLE 1. CONTRACT DOCUMENTS,1
article_4_appendices,ARTICLE 4. APPENDICES,1
references_for_changes_annexes,REFERENCES FOR CHANGES / ANNEXES,1
s_9_other_terms_and_conditions,9. OTHER TERMS AND CONDITIONS:,1
volume_iii_technical_specifications,VOLUME III / TECHNICAL SPECIFICATIONS,1
volume_iii_drawings,VOLUME III / DRAWINGS,1
unit_price_total_price,UNIT PRICE / TOTAL PRICE,1
grand_total_to_tender_form_unit_price,GRAND TOTAL (TO TENDER FORM) / UNIT PRICE*,1
clause_28,CLAUSE 28,1
general_terms_and_conditions_of_supply,GENERAL TERMS AND CONDITIONS OF SUPPLY,1
personal_injury_or_death_arising_from_its_negligence_fraud_or_fraudulent_misrepresenta,PERSONAL INJURY OR DEATH ARISING FROM ITS NEGLIGENCE / FRAUD OR FRAUDULENT MISREPRESENTA,1
claims_arising_from_gross_negligence_or_wilful_misconduct_of_the_supplier,CLAIMS ARISING FROM GROSS NEGLIGENCE / OR WILFUL MISCONDUCT OF THE SUPPLIER.,1
государственный_контракт_no_0177200000920000972,ГОСУДАРСТВЕННЫЙ КОНТРАКТ № 0177200000920000972,1
приложение_no_4_акт_приемки_установки_пусконаладки_и_тестирования_оборудования,"ПРИЛОЖЕНИЕ № 4 – АКТ ПРИЕМКИ УСТАНОВКИ, ПУСКОНАЛАДКИ И ТЕСТИРОВАНИЯ ОБОРУДОВАНИЯ.",1
приложение_no_2_к_контракту_no_0177200000920000972_от_25_мая_2020г_наименование_комплектность_техническая,"ПРИЛОЖЕНИЕ № 2 К КОНТРАКТУ № 0177200000920000972 ОТ «25» МАЯ 2020Г. / НАИМЕНОВАНИЕ, КОМПЛЕКТНОСТЬ, ТЕХНИЧЕСКАЯ",1
приложение_no_3_к_контракту_no_0177200000920000972_от_25_мая_2020г_место_поставки_товара,ПРИЛОЖЕНИЕ № 3 К КОНТРАКТУ № 0177200000920000972 ОТ «25» МАЯ 2020Г. / МЕСТО ПОСТАВКИ ТОВАРА,1
приложение_no_4_к_контракту_no_0177200000920000972_от_25_мая_2020_г,ПРИЛОЖЕНИЕ № 4 К КОНТРАКТУ № 0177200000920000972 ОТ «25» МАЯ 2020 Г.,1
инн_0411101238_кпп_041101001_отделение_нб_республики_алтай_г_горноалтайск,ИНН 0411101238 КПП 041101001 / ОТДЕЛЕНИЕ - НБ РЕСПУБЛИКИ АЛТАЙ Г. ГОРНОАЛТАЙСК,1
инн_2222804550_кпп_222201001_окпо_10000610_октмо_01701000,ИНН: 2222804550 КПП: 222201001 / ОКПО 10000610 ОКТМО 01701000,1
государственный_контракт_no,ГОСУДАРСТВЕННЫЙ КОНТРАКТ №,1
s_6_обстоятельства_непреодолимой_силы,6. ОБСТОЯТЕЛЬСТВА НЕПРЕОДОЛИМОЙ СИЛЫ,1
s_8_4_в_случаях_не_предусмотренных_настоящим_контрактом_имущественная_ответственность,"8.4.	В СЛУЧАЯХ, НЕ ПРЕДУСМОТРЕННЫХ НАСТОЯЩИМ КОНТРАКТОМ, ИМУЩЕСТВЕННАЯ ОТВЕТСТВЕННОСТЬ",1
s_9_арбитраж,9. АРБИТРАЖ,1
iv_проект_договора_договор_no,IV: ПРОЕКТ ДОГОВОРА / ДОГОВОР № _________,1
s_2_3_оплата_за_товар_покупателем_продавцу_будет_произведена_в_2_этапа,2.3. ОПЛАТА ЗА ТОВАР ПОКУПАТЕЛЕМ ПРОДАВЦУ БУДЕТ ПРОИЗВЕДЕНА В 2 ЭТАПА:,1
s_2_4_оплата_за_услугу_покупателем_продавцу_будет_произведена_в_2_этапа,2.4. ОПЛАТА ЗА УСЛУГУ ПОКУПАТЕЛЕМ ПРОДАВЦУ БУДЕТ ПРОИЗВЕДЕНА В 2 ЭТАПА:,1
s_2_5_продавцу_разрешено_осуществлять,2.5. ПРОДАВЦУ РАЗРЕШЕНО ОСУЩЕСТВЛЯТЬ:,1
